"","Title","Year","journal"
"5","The attenuation of pain behaviour and serum interleukin-6 concentration by nimesulide in a rat model of neuropathic pain.",2010,"Scand J Pain"
"6","Diagnostic blocks for chronic pain.",2010,"Scand J Pain"
"7","Patients referred from a multidisciplinary pain clinic to the social worker, their general health, pain condition, treatment and outcome.",2010,"Scand J Pain"
"10","Cross-over evaluation of electrically induced pain and hyperalgesia.",2010,"Scand J Pain"
"12","Difficult diagnosis of facial pain: A case report and mini-review.",2010,"Scand J Pain"
"13","Patients referred from a multidisciplinary pain clinic to the social worker, their socio-demographic profile and the contribution of the social worker to the management of the patients.",2010,"Scand J Pain"
"17","A population based study of the prevalence of pain in Iceland.",2010,"Scand J Pain"
"18","A 6-months, randomised, placebo-controlled evaluation of efficacy and tolerability of a low-dose 7-day buprenorphine transdermal patch in osteoarthritis patients naïve to potent opioids.",2010,"Scand J Pain"
"19","Predicting of pain, disability, and sick leave regarding a non-clinical sample among Swedish nurses.",2010,"Scand J Pain"
"22","Brain activation due to postoperative pain from the right hand measured with regional cerebral blood flow using positron emission tomography.",2010,"Scand J Pain"
"23","The effects of gabapentin in human experimental pain models.",2010,"Scand J Pain"
"27","Long-term pain, neuroinflammation and glial activation.",2010,"Scand J Pain"
"28","Hyperesthesia one year after breast augmentation surgery increases the odds for persisting pain at four years A prospective four-year follow-up study.",2010,"Scand J Pain"
"29","Sensory disturbances and neuropathic pain after inguinal hernia surgery.",2010,"Scand J Pain"
"31","Prevention and treatment of trismus in head and neck cancer: A case report and a systematic review of the literature.",2010,"Scand J Pain"
"32","Effects of perioperative S (+) ketamine infusion added to multimodal analgesia in patients undergoing ambulatory haemorrhoidectomy.",2010,"Scand J Pain"
"58","A case report: 201Tl/99mTc-Pyrophosphate dual-isotope myocardial SPECT for detecting annular subendocardial infarction induced by a transient shock.",2010,"J Cardiol Cases"
"59","Protective Effect of Carvacrol on Oxidative Stress and Cellular DNA Damage Induced by UVB Irradiation in Human Peripheral Lymphocytes.",2010,"J Biochem Mol Toxicol"
"61","Traumatic bone cyst of mandible.",2010,"J Maxillofac Oral Surg"
"63","Rebuttal: response to 'Severe coronary disease not amenable to revascularization--are the series clearly defined?'.",2010,"Catheter Cardiovasc Interv"
"65","Odontogenic myxoma.",2010,"J Maxillofac Oral Surg"
"66","Multiple dentigerous cysts.",2010,"J Maxillofac Oral Surg"
"67","Treatment of long standing bilateral temporomandibular joint ankylosis with condylar prosthesis.",2010,"J Maxillofac Oral Surg"
"68","Palatal perforation secondary to tuberculosis: a case report.",2010,"J Maxillofac Oral Surg"
"69","Pleomorphic Adenoma of Minor Salivary Gland in a 14 year Old Child.",2010,"J Maxillofac Oral Surg"
"70","Foreign bodies in facial trauma-report of 3 cases.",2010,"J Maxillofac Oral Surg"
"71","Left Sided Amyand's Hernia, A Rare Occurance: A Case Report.",2010,"Indian J Surg"
"72","Acute necrotising pancreatitis associated with leptospirosis-a case report.",2010,"Indian J Surg"
"73","A rare case of penetrating rectal injury.",2010,"Indian J Surg"
"74","Calcaneal melanoma; our rare case and review of the literature.",2010,"Indian J Surg"
"75","Nonmissile penetrating spinal injury with an impaled knife: case report.",2010,"Indian J Surg"
"76","Did My Brain Implant Make Me Do It? Questions Raised by DBS Regarding Psychological Continuity, Responsibility for Action and Mental Competence.",2010,"Neuroethics"
"77","Distance learning perspectives.",2010,"Acta Inform Med"
"78","Quality evaluation of mutton Harrisa during one week refrigerated storage.",2010,"J Food Sci Technol"
"79","Fate of some pathogenic bacteria and molds in Turkish Tarhana during fermentation and storage period.",2010,"J Food Sci Technol"
"80","A narrative review of the impact of disbelief in chronic pain.",2010,"Pain Manag Nurs"
"81","Stability and transformation of major flavonols in onion (Allium cepa) solid wastes.",2010,"J Food Sci Technol"
"99","Nurses' opinions of pain and the assessed need for pain medication for the elderly.",2010,"Pain Manag Nurs"
"100","Predictors and use of nonpharmacologic interventions for procedural pain associated with turning among hospitalized adults.",2010,"Pain Manag Nurs"
"101","Chronic pain patients--effects on mental health and pain after a 57-week multidisciplinary rehabilitation program.",2010,"Pain Manag Nurs"
"102","Enhancing ED triage to accommodate the special needs of geriatric patients.",2010,"J Emerg Nurs"
"110","Mindfulness and medical review: a grassroots approach to improving work/life balance and nursing retention in a level I trauma center emergency department.",2010,"J Emerg Nurs"
"111","Adolescents' experience with scoliosis surgery: a qualitative study.",2010,"Pain Manag Nurs"
"112","Psychologic and biologic factors associated with fatigue in patients with persistent radiculopathy.",2010,"Pain Manag Nurs"
"113","Is pain assessment feasible as a performance indicator for Dutch nursing homes? A cross-sectional approach.",2010,"Pain Manag Nurs"
"114","Evaluation of the outcomes of ice application for the control of pain associated with chest tube irritation.",2010,"Pain Manag Nurs"
"115","Effect of music on postoperative pain and physiologic parameters of patients after open heart surgery.",2010,"Pain Manag Nurs"
"116","Pain management knowledge and attitudes of baccalaureate nursing students and faculty.",2010,"Pain Manag Nurs"
"117","Effect of methylprednisolone injection speed on the perception of intramuscular injection pain.",2010,"Pain Manag Nurs"
"124","Effect of aromatherapy massage on dysmenorrhea in Turkish students.",2010,"Pain Manag Nurs"
"125","Outcomes of follow-up visits to chronic nonmalignant pain patients.",2010,"Pain Manag Nurs"
"126","Acceptance of chronic neuropathic pain in spinal cord injured persons: a qualitative approach.",2010,"Pain Manag Nurs"
"127","Patient perceptions of pain management therapy: a comparison of real-time assessment of patient education and satisfaction and registered nurse perceptions.",2010,"Pain Manag Nurs"
"134","Interleukin-6 (IL-6) serum concentrations in dogs with hepatitis and hepatic tumours compared with those with extra-hepatic inflammation and tumours.",2010,"Comp Clin Path"
"135","Risk factors for injury accidents among moped and motorcycle riders.",2010,"Accid Anal Prev"
"139","Examining the representativeness of home outdoor PM(2.5), EC, and OC estimates for daily personal exposures in Southern California.",2010,"Air Qual Atmos Health"
"140","The role of spatial representation in the development of a LUR model for Ottawa, Canada.",2010,"Air Qual Atmos Health"
"141","Numerical simulations examining the possible role of anthropogenic and volcanic emissions during the 1997 Indonesian fires.",2010,"Air Qual Atmos Health"
"143","A huge epidermoid cyst endangering life.",2010,"J Maxillofac Oral Surg"
"146","The cytologic diagnosis of epithelioid myxofibrosarcoma: a case report.",2010,"Diagn Cytopathol"
"147","Necrotic granulomatous pseudotumor following metal-on-metal hip arthroplasty: a potential mimic of sarcoma on fine needle aspiration cytology.",2010,"Diagn Cytopathol"
"150","Comparing toxicity endpoints on Lecane quadridentata (Rotifera: Monogononta) exposed to two anticholinesterases pesticides.",2010,"Environ Toxicol"
"151","Toxicity of silver and copper to Cucurbita pepo: differential effects of nano and bulk-size particles.",2010,"Environ Toxicol"
"152","Analysis of neuroglobin mRNA expression in rat brain due to arsenite-induced oxidative stress.",2010,"Environ Toxicol"
