"","Title","Year","journal"
"2","Consensus on Changing Trends, Attitudes, and Concepts of Asian Beauty.",2015,"Aesthetic Plast Surg"
"3","Lipoma of Hard Palate: Commonest Tumour at Rarest Site.",2015,"Indian J Otolaryngol Head Neck Surg"
"4","Solitary Extramedullary Plasmacytoma of the Sphenoid Sinus: A Case Report.",2015,"Indian J Otolaryngol Head Neck Surg"
"5","Evaluation of Association of Allergic Rhinitis with Bronchial Asthma.",2015,"Indian J Otolaryngol Head Neck Surg"
"6","The Nasal Hemangioma.",2015,"Indian J Otolaryngol Head Neck Surg"
"7","Evaluation of Liver Functions Based on Serum Aminotransferase Enzyme Levels in Patients with Obstructive Sleep Apnea Syndrome.",2015,"Indian J Otolaryngol Head Neck Surg"
"8","Does Separate Administration of Montelukast and Levocetirizine Provide Better Results in Perennial Allergic Rhinitis: A Hospital Based Study.",2015,"Indian J Otolaryngol Head Neck Surg"
"9","Dermatitis Neglecta Affecting Nose: A Case Report.",2015,"Indian J Otolaryngol Head Neck Surg"
"10","Lobular Capillary Hemangioma of the Ethmoid Sinus: A Report of Two Cases.",2015,"Indian J Otolaryngol Head Neck Surg"
"11","Myeloid Sarcoma of Temporal Bone: A Rare Manifestation of Relapse Acute Myeloid Leukemia.",2015,"Indian J Otolaryngol Head Neck Surg"
"12","Histological and Histochemical Observations on Mast Cell and Glands in Chronic Tonsillitis.",2015,"Indian J Otolaryngol Head Neck Surg"
"13","Nasopharyngeal Stenosis: A Rare Radiotherapy Complication.",2015,"Indian J Otolaryngol Head Neck Surg"
"14","Low Grade Fibromyxoid Sarcoma in Oral Cavity: A Rare Case Report.",2015,"Indian J Otolaryngol Head Neck Surg"
"15","An Unusual Presentation of Wegener's Granulomatosis with Otologic Symptoms and Unilateral Parotid Gland Enlargement.",2015,"Indian J Otolaryngol Head Neck Surg"
"16","Management of a Rare Lymphoepithelial Carcinoma of the Submandibular Gland in Elderly.",2015,"Indian J Otolaryngol Head Neck Surg"
"17","Sharp 3-Ended Metallic Foreign Body in an Infant Hypopharynx.",2015,"Indian J Otolaryngol Head Neck Surg"
"19","Small-Cell Neuroendocrine Tumor of Larynx: A Rare Presentation.",2015,"Indian J Otolaryngol Head Neck Surg"
"20","Hybrid mesoporous silicates: A distinct aspect to synthesis and application for decontamination of phenols.",2015,"Saudi J Biol Sci"
"24","Why shared-care arrangements for prescribing in attention deficit hyperactivity disorder may not be accepted.",2015,"Eur J Hosp Pharm"
"26","Tissue-Sparing Uvulopalatopharyngoplasty for OSA: Conservative, Compassionate and Possibly just as Effective.",2015,"Indian J Otolaryngol Head Neck Surg"
"28","Can infrared thermography be used to monitor fatigue during exercise? A case study.",2015,"J Sport Health Sci"
"32","Epidemiological characterization of serotype group B Streptococci neonatal infections associated with interleukin-6 level as a sensitive parameter for the early diagnosis.",2015,"Saudi J Biol Sci"
"34","Dual-frequency whole body vibration enhances vertical jumping and change-of-direction ability in rugby players.",2015,"J Sport Health Sci"
"35","Three-dimensional impact kinetics with foot-strike manipulations during running.",2015,"J Sport Health Sci"
"37","The influence of different exercise intensities on kicking accuracy and velocity in soccer players.",2015,"J Sport Health Sci"
"38","Shock attenuation, spatio-temporal and physiological parameter comparisons between land treadmill and water treadmill running.",2015,"J Sport Health Sci"
"39","Mental training can improve physical activity behavior in adolescent girls.",2015,"J Sport Health Sci"
"40","Motivation dimensions for running a marathon: A new model emerging from the Motivation of Marathon Scale (MOMS).",2015,"J Sport Health Sci"
"41","Modelling home advantage for individual teams in UEFA Champions League football.",2015,"J Sport Health Sci"
"42","Assessing acceptance in mindfulness with direct-worded items: The development and initial validation of the Athlete Mindfulness Questionnaire.",2015,"J Sport Health Sci"
"46","Superintendence of antimicrobial resistance observed in bacterial flora isolated from human faecal carriage in Vellore, India.",2015,"Saudi J Biol Sci"
"48","Foot care practices of diabetic patients in Saudi Arabia.",2015,"Saudi J Biol Sci"
"51","Alteration in antioxidant genes expression in some fish caught from Jeddah and Yanbu coast as a bio-indicator of oil hydrocarbons pollution.",2015,"Saudi J Biol Sci"
"55","Changes in protein quantities of phosphoenolpyruvate carboxylase and Rubisco activase in various wheat genotypes.",2015,"Saudi J Biol Sci"
"58","Growth inhibitory properties of lactose fatty acid esters.",2015,"Saudi J Biol Sci"
"59","Effect of gastric and small intestinal digestion on lactic acid bacteria activity in a GIS1 simulator.",2015,"Saudi J Biol Sci"
"61","Is 11C-choline Positron Emission Tomography/Computed Tomography Accurate to Detect Nodal Relapses of Prostate Cancer After Biochemical Recurrence? A Multicentric Study Based on Pathologic Confirmation from Salvage Lymphadenectomy.",2015,"Eur Urol Focus"
"63","Upper extremity venous thrombosis associated with primary antiphospholipid syndrome and immunoglobulin M nephropathy in diabetes mellitus type II.",2015,"Eur J Rheumatol"
"65","Towards a framework to assess, compare and develop monitoring and evaluation of climate change adaptation in Europe.",2015,"Mitig Adapt Strateg Glob Chang"
"66","Urban heat indicator map for climate adaptation planning.",2015,"Mitig Adapt Strateg Glob Chang"
"67","Flood protection and endogenous sorting of households: the role of credit constraints.",2015,"Mitig Adapt Strateg Glob Chang"
"69","Masson's Hemangioma of the Cheek: A Case Report.",2015,"Indian J Otolaryngol Head Neck Surg"
"70","Results of Hearing Outcome According to the Alloplastic Ossicular Prosthesis Materials.",2015,"Indian J Otolaryngol Head Neck Surg"
"74","Coping with painful sex: Development and initial validation of the CHAMP Sexual Pain Coping Scale.",2015,"Scand J Pain"
"75","Cognitive behaviour therapy in women with fibromyalgia: A randomized clinical trial.",2015,"Scand J Pain"
"76","Building the evidence for CRPS research from a lived experience perspective.",2015,"Scand J Pain"
"77","Action identification and meaning in life in chronic pain.",2015,"Scand J Pain"
"79","Systemic administration of WY-14643, a selective synthetic agonist of peroxisome proliferator activator receptor-alpha, alters spinal neuronal firing in a rodent model of neuropathic pain.",2015,"Scand J Pain"
