"","Title","Year","journal"
"8","Predictive validity of pharmacologic interventions in animal models of neuropathic pain.",2011,"Scand J Pain"
"9","The inter- and intra-individual variance in descending pain modulation evoked by different conditioning stimuli in healthy men.",2011,"Scand J Pain"
"10","Psychiatric (axis I) and personality (axis II) disorders in patients with burning mouth syndrome or atypical facial pain.",2011,"Scand J Pain"
"13","Parenteral opioids in emergency medicine - A systematic review of efficacy and safety.",2011,"Scand J Pain"
"14","Neuropathic pain models in the development of analgesic drugs.",2011,"Scand J Pain"
"18","Understanding the link between depression and pain.",2011,"Scand J Pain"
"22","Chronic postoperative pain and sensory changes following reduction mammaplasty.",2011,"Scand J Pain"
"26","Intrathecal administration of antioxidants attenuates mechanical pain hypersensitivity induced by REM sleep deprivation in the rat.",2011,"Scand J Pain"
"27","Dynamic mechanical allodynia in the secondary hyperalgesic area in the capsaicin model-Perceptually similar phenomena as in painful neuropathy?",2011,"Scand J Pain"
"33","Detection of Single Quantum Dots in Model Systems with Sheet Illumination Microscopy.",2011,"J Fluoresc"
"41","Multiple dentigerous cysts: a case report and review.",2011,"J Maxillofac Oral Surg"
"42","Trigemino-cardiac reflex during orbital floor reconstruction: a case report and review.",2011,"J Maxillofac Oral Surg"
"43","Arterio venous malformation of the face: surgical treatment.",2011,"J Maxillofac Oral Surg"
"44","Peripheral ossifying fibroma on edentulous mandibular alveolar mucosa.",2011,"J Maxillofac Oral Surg"
"45","Orbital fracture in a professional diver: issues and management.",2011,"J Maxillofac Oral Surg"
"46","Neonatal osteomyelitis with pathologic fracture of mandible following MRSA septicemia: management and three year follow up.",2011,"J Maxillofac Oral Surg"
"47","Hypoglossal schwannoma of parapharyngeal space: an unusual case report.",2011,"J Maxillofac Oral Surg"
"48","Juvenile ossifying fibroma of the maxilla: a case report.",2011,"J Maxillofac Oral Surg"
"49","Myofibroma-a rare entity with unique clinical presentation.",2011,"J Maxillofac Oral Surg"
"50","Clear cell odontogenic carcinoma-a rare case report.",2011,"J Maxillofac Oral Surg"
"53","Orofacial space infection due to faulty prosthesis.",2011,"J Maxillofac Oral Surg"
"54","Octreotide for conservative management of intractable high output post operative chylous fistula: a case report.",2011,"J Maxillofac Oral Surg"
"55","Traumatic internal maxillary artery pseudoaneurysm with a malunited mandibular fracture.",2011,"J Maxillofac Oral Surg"
"56","Bradycardia during temporomandibular joint gap arthroplasty.",2011,"J Maxillofac Oral Surg"
"57","Nevoid Basal cell carcinoma syndrome: a case report and review.",2011,"J Maxillofac Oral Surg"
"58","Nasolabial cyst: clinical presentation and differential diagnosis.",2011,"J Maxillofac Oral Surg"
"59","Marsupialization of dentigerous cyst: report of a case.",2011,"J Maxillofac Oral Surg"
"68","Huge ossifying fibroma of the maxilla.",2011,"J Maxillofac Oral Surg"
"70","Lipoma of the floor of the mouth: report of an unusually large lesion.",2011,"J Maxillofac Oral Surg"
"71","Role of internal atmosphere on fruit ripening and storability-a review.",2011,"J Food Sci Technol"
"72","Integrating the concept of pain interference into pain management.",2011,"Pain Manag Nurs"
"73","Evaluation of sensory acceptability and storage stability of frozen carrot based dessert.",2011,"J Food Sci Technol"
"74","Study of antioxidant activity of non-conventional Brazilian fruits.",2011,"J Food Sci Technol"
"75","Microbial based assay for specific detection of β-lactam group of antibiotics in milk.",2011,"J Food Sci Technol"
"76","Comparative evaluation of Jatropha curcas L. seed meals obtained by different methods of defatting on toxic, antinutritional and nutritive factors.",2011,"J Food Sci Technol"
"77","Modification of fish skin collagen film and absorption property of tannic acid.",2011,"J Food Sci Technol"
"78","Identification of phenolic compositions and the antioxidant capacity of mandarin juices and wines.",2011,"J Food Sci Technol"
"79","Effect of emulsifiers on oil separation problem and quality characteristics of Tahin Helva during storage.",2011,"J Food Sci Technol"
"80","Effect of frying conditions on the physico-chemical properties of rice bran oil and its blended oil.",2011,"J Food Sci Technol"
"81","Effect of packaging materials and storage environment on postharvest quality of papaya fruit.",2011,"J Food Sci Technol"
"82","Health benefits of finger millet (Eleusine coracana L.) polyphenols and dietary fiber: a review.",2011,"J Food Sci Technol"
"86","Optimization of germination time and heat treatments for enhanced availability of minerals from leguminous sprouts.",2011,"J Food Sci Technol"
"87","Effect of enzyme concentration, addition of water and incubation time on increase in yield of starch from potato.",2011,"J Food Sci Technol"
"88","Cryoprotective effect of trehalose on washed chicken meat.",2011,"J Food Sci Technol"
"89","Study on the effect of packaging materials on the physico-chemical, microbiological and sensory quality of kunda.",2011,"J Food Sci Technol"
"90","Iron binding capacity of dephytinised soy protein isolate hydrolysate as influenced by the degree of hydrolysis and enzyme type.",2011,"J Food Sci Technol"
"91","Influence of drying treatments on antioxidant capacity of forage legume leaves.",2011,"J Food Sci Technol"
"92","Influence of cryoprotectant levels on storage stability of surimi from Nemipterus japonicus and quality of surimi-based products.",2011,"J Food Sci Technol"
"93","Influence of germination on bioaccessible iron and calcium in pearl millet (Pennisetum typhoideum).",2011,"J Food Sci Technol"
"94","Colour, myoglobin denaturation and storage stability of raw and cooked mutton chops at different end point cooking temperature.",2011,"J Food Sci Technol"
"95","Monoclonal antibody based immunodot for specific detection of proteins of the shrimp Penaeus species.",2011,"J Food Sci Technol"
"96","Use of essential oils and extracts from spices in meat protection.",2011,"J Food Sci Technol"
"97","Antioxidant activities and phenolic compounds of date plum persimmon ( Diospyros lotus L.) fruits.",2011,"J Food Sci Technol"
"98","Retention of iceberg lettuce quality by low temperature storage and postharvest application of 1-methylcyclopropene or gibberellic acid.",2011,"J Food Sci Technol"
"99","Effects of xanthan, guar, carrageenan and locust bean gum addition on physical, chemical and sensory properties of meatballs.",2011,"J Food Sci Technol"
"100","Effects of refrigerated storage on the microstructure and quality of Grouper (Epinephelus coioides) fillets.",2011,"J Food Sci Technol"
"101","Studies on dhal recovery from pre-treated pigeon pea ( Cajanus cajan L .) cultivars.",2011,"J Food Sci Technol"
"102","Effect of sprouting of soybean on the chemical composition and quality of soymilk and tofu.",2011,"J Food Sci Technol"
"103","Ameliorating activity of ginger (Zingiber officinale) extract against lead induced renal toxicity in male rats.",2011,"J Food Sci Technol"
"104","Compositional, spectroscopic and rheological analyses of mucilage isolated from taro (Colocasia esculenta L. Schott) corms.",2011,"J Food Sci Technol"
"105","Process optimization for the manufacture of angoori petha.",2011,"J Food Sci Technol"
"106","Inhibitory effect of some tropical green leafy vegetables on key enzymes linked to Alzheimer's disease and some pro-oxidant induced lipid peroxidation in rats' brain.",2011,"J Food Sci Technol"
"107","Optimization of ingredients for formulating a diabetic dietary supplement.",2011,"J Food Sci Technol"
"108","Jilebi 3: Effect of frying conditions on physical characteristics.",2011,"J Food Sci Technol"
"109","Effect of boiling time on chemical composition and physico-functional properties of flours from taro (Colocasia esculenta cv fouê) corm grown in Côte d'Ivoire.",2011,"J Food Sci Technol"
"110","Evaluation of nutritional composition and antioxidant activity of Borage (Echium amoenum) and Valerian (Valerian officinalis).",2011,"J Food Sci Technol"
