"","Title","Year","journal"
"4","Does overweight affect the sagittal dimension of the posterior airway space in a non-OSAS population? A case control study.",2020,"Clin Exp Dent Res"
"5","Evaluating the substantivity of silver diamine fluoride in a dentin model.",2020,"Clin Exp Dent Res"
"6","The role of parental depression during early childhood obesity treatment-Secondary findings from a randomized controlled trial.",2020,"Pediatr Obes"
"7","An integrative review to identify evidence of nurse practitioner-led changes to health-care delivery and the outcomes of such changes.",2020,"Int J Nurs Pract"
"42","Extractive concentrations and cellular level distributions change radially from outer to inner heartwood in Scots pine.",2020,"Tree Physiol"
"44","The risk of cardiac events in patients receiving immune checkpoint inhibitors: a nationwide Danish study.",2020,"Eur Heart J"
"45","Determination of Ethanol Concentration in Kombucha Beverages: Single-Laboratory Validation of an Enzymatic Method, First Action Method 2019.08.",2020,"J AOAC Int"
"46","Congenital diaphragmatic hernia repair in patients requiring extracorporeal membrane oxygenation: are outcomes better with repair on ECMO or after decannulation?",2020,"Interact Cardiovasc Thorac Surg"
"47","Factor Validity of Alcohol Use Disorders Identification Test (AUDIT) Using Robust Estimations in Ecuadorian Adolescents.",2020,"Alcohol Alcohol"
"48","In patients undergoing coronary artery bypass grafting, is endoscopic harvesting superior to open radial artery harvesting?",2020,"Interact Cardiovasc Thorac Surg"
"65","Oleanolic Acid Improves the Symptom of Renal Ischemia Reperfusion Injury via the PI3K/AKT Pathway.",2020,"Urol Int"
"66","COVID-19 in Renal Transplant Recipients: Case Series and a Brief Review of Current Evidence.",2020,"Nephron"
"67","Role for histone deacetylation in traumatic brain injury-induced deficits in neuropeptide Y in arcuate nucleus: Possible implications in feeding behaviour.",2020,"Neuroendocrinology"
"68","The Upper Digestive Tract Microbiome and Oesophageal Squamous Cell Carcinoma: Epidemiology, Pathogenesis, and Clinical Implications in Africa.",2020,"Pathobiology"
"69","Associations between Red Blood Cell and Platelet Transfusions and Retinopathy of Prematurity.",2020,"Neonatology"
"70","Immune Modulation in Lung Cancer: Current Concepts and Future Strategies.",2020,"Respiration"
"71","Understanding of Inheritance and Genetic Variation Assessed through the Use of an Engaging Real-Life Survey.",2020,"Public Health Genomics"
"72","The Role of Fusobacterium nucleatum in Colorectal Carcinogenesis.",2020,"Pathobiology"
"73","Intra-Amniotic Infection and Sterile Intra-Amniotic Inflammation in Cervical Insufficiency with Prolapsed Fetal Membranes: Clinical Implications.",2020,"Fetal Diagn Ther"
"74","Asthma with Irreversible Airway Obstruction in Smokers and Nonsmokers: Links between Airway Inflammation and Structural Changes.",2020,"Respiration"
"75","NephroCheck® Quality Test.",2020,"Blood Purif"
"76","How to Intervene in the Caries Process in Older Adults: A Joint ORCA and EFCD Expert Delphi Consensus Statement.",2020,"Caries Res"
"77","Enter the Matrix: Use of Secondary Matrix by Mouse Lemurs.",2020,"Folia Primatol (Basel)"
"78","Heart Rate Variability and Prognosis in Hemodialysis Patients: A Meta-Analysis.",2020,"Blood Purif"
"79","Relationship between Soluble ST2 and Left Ventricular Geometry in Maintenance Hemodialysis Patients.",2020,"Blood Purif"
"80","Comparison of European Clinical Guidelines on the Management of Alcohol Use Disorders.",2020,"Eur Addict Res"
"81","Mantled Howler Monkeys (Alouatta palliata) in a Costa Rican Forest Fragment Do Not Modify Activity Budgets or Spatial Cohesion in Response to Anthropogenic Edges.",2020,"Folia Primatol (Basel)"
"82","The 16th Annual Meeting of the Japanese Gastroenterological Association.",2020,"Digestion"
