"","Title","Year","journal"
"1","Yale Cancer Center Precision Medicine Tumor Board: one tumour, multiple targets.",2018,"Lancet Oncol."
"18","The Relationship Between Clinico-Pathological Properties and p-Glycoprotein Expression in Hippocampal Sclerosis Among Patients with Mesial Temporal Lobe Epilepsy Who Undergo Selective Amygdalohippocampectomy Operation.",2018,"Noro Psikiyatr Ars"
"24","Regular moderate aerobic exercise improves high-fat diet-induced nonalcoholic fatty liver disease via monoacylglycerol O-acyltransferase 1 pathway suppression.",2018,"J Sport Health Sci"
"25","Intravenous omega-3 fatty acids are associated with better clinical outcome and less inflammation in patients with predicted severe acute pancreatitis: A randomised double blind controlled trial.",2018,"Clin Nutr"
"31","Considerations about the Neuropsychiatric Conditions of Quixote of La Mancha.",2018,"Rev Colomb Psiquiatr"
"32","Adult Gender Dysphoria with Coronary Disease. Case Report and Literature Review.",2018,"Rev Colomb Psiquiatr"
"33","Reversible Alopecia Secondary to OROS Methylphenidate.",2018,"Rev Colomb Psiquiatr"
"34","Neurocognitive disorder due to neurosyphilis: a case report.",2018,"Rev Colomb Psiquiatr"
"35","Trazodone-induced delirium: case report.",2018,"Rev Colomb Psiquiatr"
"36","Factor Structure of Cotard's Syndrome: Systematic Review of Case Reports.",2018,"Rev Colomb Psiquiatr"
"37","An Explanatory Model of Suicidal Behaviour in Indigenous Peoples of the Department of Vaupés, Colombia.",2018,"Rev Colomb Psiquiatr"
"38","Risk of Eating Disorders and Use of Social Networks in Female Gym-Goers in the City of Medellín, Colombia.",2018,"Rev Colomb Psiquiatr"
"39","Psychometric Analysis of the Body Shape Questionnaire in Mexican University Students.",2018,"Rev Colomb Psiquiatr"
"40","Factors Associated With Suicidal Ideation in Older Adults From Three Cities in Colombia, 2016.",2018,"Rev Colomb Psiquiatr"
"41","Behavioural Disturbances in Patients with Diagnosis of Neurocognitive Disorder in Bogotá (Colombia).",2018,"Rev Colomb Psiquiatr"
"50","Non-contractability and Revenge.",2018,"Erkenntnis"
"51","Myomodulation with Injectable Fillers: An Innovative Approach to Addressing Facial Muscle Movement.",2018,"Aesthetic Plast Surg"
